probability,intersections_rand,intersections_alg,distancetraveled_rand,distancetraveled_alg
61.8,1.0,1.0,543.4513,703.0
61.9,1.0,1.0,545.0381,703.0
62.0,1.0,1.0,546.9648,703.0
62.1,1.0,1.0,545.3669,703.0
62.2,1.0,1.0,544.7773,703.0
62.3,1.0,1.0,544.9387,703.0
62.4,1.0,1.0,545.851,703.0
62.5,1.0,1.0,545.3132,703.0
62.6,1.0,1.0,547.3522,703.0
62.7,1.0,1.0,545.8214,703.0
62.8,1.0,1.0,546.8245,703.0
62.9,1.0,1.0,546.0573,703.0
63.0,1.0,1.0,543.6179,703.0
63.1,1.0,1.0,546.2623,703.0
63.2,1.0,1.0,545.467,703.0
63.3,1.0,1.0,545.5106,703.0
63.4,1.0,1.0,546.3117,703.0
63.5,1.0,1.0,546.8274,703.0
63.6,1.0,1.0,547.8227,703.0
63.7,1.0,1.0,545.6316,703.0
63.800000000000004,1.0,1.0,544.0648,703.0
63.9,1.0,1.0,546.0666,703.0
64.0,1.0,1.0,547.2816,703.0
64.1,1.0,1.0,544.5861,703.0
64.2,1.0,1.0,543.7306,703.0
64.3,1.0,1.0,542.5269,703.0
64.4,1.0,1.0,545.6852,703.0
64.5,1.0,1.0,545.4747,703.0
64.60000000000001,1.0,1.0,546.7874,703.0
64.7,1.0,1.0,546.3631,703.0
64.8,1.0,1.0,545.3138,703.0
64.9,1.0,1.0,542.8486,703.0
65.0,1.0,1.0,546.6211,703.0
65.10000000000001,1.0,1.0,544.6223,703.0
65.2,1.0,1.0,545.3831,703.0
65.3,1.0,1.0,544.5765,703.0
65.4,1.0,1.0,544.6901,703.0
65.5,1.0,1.0,546.2517,703.0
65.60000000000001,1.0,1.0,547.3499,703.0
65.7,1.0,1.0,544.6957,703.0
65.8,1.0,1.0,546.0894,703.0
65.9,1.0,1.0,542.9735,703.0
66.0,1.0,1.0,544.3578,703.0
66.10000000000001,1.0,1.0,545.8702,703.0
66.2,1.0,1.0,546.1145,703.0
66.3,1.0,1.0,547.638,703.0
66.4,1.0,1.0,544.6236,703.0
66.5,1.0,1.0,546.6072,703.0
66.60000000000001,1.0,1.0,546.7749,703.0
66.7,1.0,1.0,545.1014,703.0
66.8,1.0,1.0,547.345,703.0
66.9,1.0,1.0,545.6672,703.0
67.0,1.0,1.0,545.6455,703.0
67.10000000000001,1.0,1.0,546.6487,703.0
67.2,1.0,1.0,545.4601,703.0
67.30000000000001,1.0,1.0,547.8103,703.0
67.4,1.0,1.0,545.9556,703.0
67.5,1.0,1.0,545.1341,703.0
67.60000000000001,1.0,1.0,545.3355,703.0
67.7,1.0,1.0,542.9383,703.0
67.80000000000001,1.0,1.0,547.0707,703.0
67.9,1.0,1.0,544.3361,703.0
68.0,1.0,1.0,545.8128,703.0
68.10000000000001,1.0,1.0,545.2835,703.0
68.2,1.0,1.0,548.4489,703.0
68.30000000000001,1.0,1.0,546.5382,703.0
68.4,1.0,1.0,546.8552,703.0
68.5,1.0,1.0,546.571,703.0
68.60000000000001,1.0,1.0,543.9746,703.0
68.7,1.0,1.0,546.4689,703.0
68.8,1.0,1.0,544.173,703.0
68.89999999999999,1.0,1.0,545.4798,703.0
69.0,1.0,1.0,545.1255,703.0
69.1,1.0,1.0,545.6432,703.0
69.19999999999999,1.0,1.0,545.2179,703.0
69.3,1.0,1.0,548.5981,703.0
69.39999999999999,1.0,1.0,544.8351,703.0
69.5,1.0,1.0,546.1276,703.0
69.6,1.0,1.0,545.5926,703.0
69.69999999999999,1.0,1.0,546.1374,703.0
69.8,1.0,1.0,544.8422,703.0
69.89999999999999,1.0,1.0,544.9934,703.0
70.0,1.0,1.0,547.1765,703.0
70.1,1.0,1.0,545.3426,703.0
70.19999999999999,1.0,1.0,544.736,703.0
70.3,1.0,1.0,546.6384,703.0
70.39999999999999,1.0,1.0,544.3111,703.0
70.5,1.0,1.0,545.6,703.0
70.6,1.0,1.0,544.7516,703.0
70.7,1.0,1.0,546.916,703.0
70.8,1.0,1.0,546.2651,703.0
70.89999999999999,1.0,1.0,545.3497,703.0
71.0,1.0,1.0,546.8899,703.0
71.1,1.0,1.0,546.1743,703.0
71.2,1.0,1.0,541.5932,703.0
71.3,1.0,1.0,543.5721,703.0
71.39999999999999,1.0,1.0,544.6002,703.0
71.5,1.0,1.0,545.2265,703.0
71.6,1.0,1.0,546.1994,703.0
71.7,1.0,1.0,544.9987,703.0
71.8,1.0,1.0,545.581,703.0
71.89999999999999,1.0,1.0,547.8863,703.0
72.0,1.0,1.0,546.8626,703.0
72.1,1.0,1.0,543.9641,703.0
72.2,1.0,1.0,547.0913,703.0
72.3,1.0,1.0,543.3574,703.0
72.39999999999999,1.0,1.0,546.0433,703.0
72.5,1.0,1.0,544.3491,703.0
72.6,1.0,1.0,546.1725,703.0
72.7,1.0,1.0,547.5472,703.0
72.8,1.0,1.0,544.7086,703.0
72.89999999999999,1.0,1.0,545.7135,703.0
73.0,1.0,1.0,546.371,703.0
73.1,1.0,1.0,546.5967,703.0
73.2,1.0,1.0,546.8309,703.0
73.3,1.0,1.0,545.1175,703.0
73.4,1.0,1.0,544.8178,703.0
73.5,1.0,1.0,545.8843,703.0
73.6,1.0,1.0,547.1185,703.0
73.7,1.0,1.0,546.0873,703.0
73.8,1.0,1.0,543.3597,703.0
73.9,1.0,1.0,546.6985,703.0
74.0,1.0,1.0,547.5435,703.0
74.1,1.0,1.0,544.4483,703.0
74.2,1.0,1.0,545.739,703.0
74.3,1.0,1.0,546.7743,703.0
74.4,1.0,1.0,546.4158,703.0
74.5,1.0,1.0,543.8179,703.0
74.6,1.0,1.0,546.1491,703.0
74.7,1.0,1.0,545.535,703.0
74.8,1.0,1.0,542.6842,703.0
74.9,1.0,1.0,545.7548,703.0
75.0,1.0,1.0,545.524,703.0
75.1,1.0,1.0,546.2727,703.0
75.2,1.0,1.0,544.4748,703.0
75.3,1.0,1.0,545.1418,703.0
75.4,1.0,1.0,543.9184,703.0
75.5,1.0,1.0,546.8804,703.0
75.6,1.0,1.0,545.8439,703.0
75.7,1.0,1.0,544.6867,703.0
75.8,1.0,1.0,545.6371,703.0
75.9,1.0,1.0,545.193,703.0
76.0,1.0,1.0,545.7949,703.0
76.1,1.0,1.0,545.983,703.0
76.2,1.0,1.0,544.955,703.0
76.3,1.0,1.0,546.5454,703.0
76.4,1.0,1.0,545.6515,703.0
76.5,1.0,1.0,546.7209,703.0
76.6,1.0,1.0,543.9882,703.0
76.7,1.0,1.0,546.2947,703.0
76.8,1.0,1.0,545.6585,703.0
76.9,1.0,1.0,547.9655,703.0
77.0,1.0,1.0,548.2522,703.0
77.10000000000001,1.0,1.0,547.2445,703.0
77.2,1.0,1.0,546.5733,703.0
77.3,1.0,1.0,548.1795,703.0
77.4,1.0,1.0,544.3297,703.0
77.5,1.0,1.0,543.4374,703.0
77.60000000000001,1.0,1.0,546.1506,703.0
77.7,1.0,1.0,542.6774,703.0
77.8,1.0,1.0,545.3997,703.0
77.9,1.0,1.0,547.7757,703.0
78.0,1.0,1.0,544.5439,703.0
78.10000000000001,1.0,1.0,547.7566,703.0
78.2,1.0,1.0,544.9927,703.0
78.3,1.0,1.0,545.7998,703.0
78.4,1.0,1.0,545.4623,703.0
78.5,1.0,1.0,544.5873,703.0
78.60000000000001,1.0,1.0,545.039,703.0
78.7,1.0,1.0,546.3444,703.0
78.8,1.0,1.0,545.9746,703.0
78.9,1.0,1.0,546.9062,703.0
79.0,1.0,1.0,545.7486,703.0
79.10000000000001,1.0,1.0,545.9405,703.0
79.2,1.0,1.0,544.7277,703.0
79.3,1.0,1.0,546.2823,703.0
79.4,1.0,1.0,545.4987,703.0
79.5,1.0,1.0,543.4376,703.0
79.60000000000001,1.0,1.0,545.0816,703.0
79.7,1.0,1.0,543.8883,703.0
79.80000000000001,1.0,1.0,543.3561,703.0
79.9,1.0,1.0,546.7598,703.0
80.0,1.0,1.0,546.3612,703.0
80.10000000000001,1.0,1.0,546.2811,703.0
80.2,1.0,1.0,544.9667,703.0
80.30000000000001,1.0,1.0,543.7779,703.0
80.4,1.0,1.0,545.3301,703.0
80.5,1.0,1.0,544.8324,703.0
80.60000000000001,1.0,1.0,544.9162,703.0
80.7,1.0,1.0,544.8645,703.0
80.80000000000001,1.0,1.0,546.7333,703.0
80.9,1.0,1.0,546.8152,703.0
81.0,1.0,1.0,543.5705,703.0
81.10000000000001,1.0,1.0,542.1775,703.0
81.2,1.0,1.0,544.0338,703.0
81.3,1.0,1.0,546.8482,703.0
81.39999999999999,1.0,1.0,545.5462,703.0
81.5,1.0,1.0,545.6858,703.0
81.6,1.0,1.0,544.5497,703.0
81.69999999999999,1.0,1.0,543.8323,703.0
81.8,1.0,1.0,545.9448,703.0
81.89999999999999,1.0,1.0,543.9729,703.0
82.0,1.0,1.0,543.0511,703.0
82.1,1.0,1.0,546.0112,703.0
82.19999999999999,1.0,1.0,545.6357,703.0
82.3,1.0,1.0,545.5956,703.0
82.39999999999999,1.0,1.0,545.3217,703.0
82.5,1.0,1.0,546.1882,703.0
82.6,1.0,1.0,545.0033,703.0
82.69999999999999,1.0,1.0,544.7344,703.0
82.8,1.0,1.0,545.8098,703.0
82.89999999999999,1.0,1.0,544.6358,703.0
83.0,1.0,1.0,544.6066,703.0
83.1,1.0,1.0,546.9394,703.0
83.2,1.0,1.0,545.6812,703.0
83.3,1.0,1.0,545.5036,703.0
83.39999999999999,1.0,1.0,545.0454,703.0
83.5,1.0,1.0,547.2994,703.0
83.6,1.0,1.0,545.4751,703.0
83.7,1.0,1.0,545.9705,703.0
83.8,1.0,1.0,545.647,703.0
83.89999999999999,1.0,1.0,543.0764,703.0
84.0,1.0,1.0,545.3884,703.0
84.1,1.0,1.0,546.253,703.0
84.2,1.0,1.0,545.2624,703.0
84.3,1.0,1.0,544.6157,703.0
84.39999999999999,1.0,1.0,544.9524,703.0
84.5,1.0,1.0,548.8738,703.0
84.6,1.0,1.0,544.4321,703.0
84.7,1.0,1.0,543.4471,703.0
84.8,1.0,1.0,547.1293,703.0
84.89999999999999,1.0,1.0,544.2852,703.0
85.0,1.0,1.0,545.8377,703.0
85.1,1.0,1.0,546.0176,703.0
85.2,1.0,1.0,543.9838,703.0
85.3,1.0,1.0,545.4818,703.0
85.39999999999999,1.0,1.0,548.1534,703.0
85.5,1.0,1.0,546.0554,703.0
85.6,1.0,1.0,544.6335,703.0
85.7,1.0,1.0,547.6535,703.0
85.8,1.0,1.0,545.0127,703.0
85.9,1.0,1.0,543.4506,703.0
86.0,1.0,1.0,545.8998,703.0
86.1,1.0,1.0,542.6602,703.0
86.2,1.0,1.0,544.9954,703.0
86.3,1.0,1.0,544.963,703.0
86.4,1.0,1.0,547.4376,703.0
86.5,1.0,1.0,546.4336,703.0
86.6,1.0,1.0,545.4865,703.0
86.7,1.0,1.0,545.9768,703.0
86.8,1.0,1.0,546.5103,703.0
86.9,1.0,1.0,544.8059,703.0
87.0,1.0,1.0,545.4732,703.0
87.1,1.0,1.0,544.4789,703.0
87.2,1.0,1.0,542.9337,703.0
87.3,1.0,1.0,544.3946,703.0
87.4,1.0,1.0,545.3784,703.0
87.5,1.0,1.0,547.5401,703.0
87.6,1.0,1.0,543.1423,703.0
87.7,1.0,1.0,546.6958,703.0
87.8,1.0,1.0,544.7632,703.0
87.9,1.0,1.0,544.6187,703.0
88.0,1.0,1.0,546.7236,703.0
88.1,1.0,1.0,545.2566,703.0
88.2,1.0,1.0,544.611,703.0
88.3,1.0,1.0,546.1302,703.0
88.4,1.0,1.0,540.7328,703.0
88.5,1.0,1.0,544.4762,703.0
88.6,1.0,1.0,544.0911,703.0
88.7,1.0,1.0,545.7881,703.0
88.8,1.0,1.0,545.0012,703.0
88.9,1.0,1.0,541.9756,703.0
89.0,1.0,1.0,544.0495,703.0
89.1,1.0,1.0,545.0982,703.0
89.2,1.0,1.0,545.0696,703.0
89.3,1.0,1.0,544.3939,703.0
89.4,1.0,1.0,547.4567,703.0
89.5,1.0,1.0,542.4686,703.0
89.60000000000001,1.0,1.0,545.4597,703.0
89.7,1.0,1.0,543.6528,703.0
89.8,1.0,1.0,543.7712,703.0
89.9,1.0,1.0,542.8747,703.0
90.0,1.0,1.0,545.0077,703.0
90.10000000000001,1.0,1.0,546.3484,703.0
90.2,1.0,1.0,544.4453,703.0
90.3,1.0,1.0,545.5952,703.0
90.4,1.0,1.0,545.6379,703.0
90.5,1.0,1.0,544.5435,703.0
90.60000000000001,1.0,1.0,546.5011,703.0
90.7,1.0,1.0,545.2116,703.0
90.8,1.0,1.0,548.6349,703.0
90.9,1.0,1.0,546.7496,703.0
91.0,1.0,1.0,546.0537,703.0
91.10000000000001,1.0,1.0,544.2305,703.0
91.2,1.0,1.0,546.9588,703.0
91.3,1.0,1.0,546.5633,703.0
91.4,1.0,1.0,546.7303,703.0
91.5,1.0,1.0,543.4603,703.0
91.60000000000001,1.0,1.0,545.8635,703.0
91.7,1.0,1.0,544.1636,703.0
91.8,1.0,1.0,544.4976,703.0
91.9,1.0,1.0,543.1157,703.0
92.0,1.0,1.0,547.1156,703.0
92.10000000000001,1.0,1.0,545.5106,703.0
92.2,1.0,1.0,543.3189,703.0
92.30000000000001,1.0,1.0,545.3072,703.0
92.4,1.0,1.0,545.1353,703.0
92.5,1.0,1.0,545.7085,703.0
92.60000000000001,1.0,1.0,544.8948,703.0
92.7,1.0,1.0,545.3344,703.0
92.80000000000001,1.0,1.0,545.7552,703.0
92.9,1.0,1.0,543.7735,703.0
93.0,1.0,1.0,546.6125,703.0
93.10000000000001,1.0,1.0,547.6415,703.0
93.2,1.0,1.0,544.0912,703.0
93.30000000000001,1.0,1.0,543.3689,703.0
93.4,1.0,1.0,545.4534,703.0
93.5,1.0,1.0,547.3304,703.0
93.60000000000001,1.0,1.0,546.161,703.0
93.7,1.0,1.0,545.5033,703.0
93.8,1.0,1.0,546.2786,703.0
93.89999999999999,1.0,1.0,545.2948,703.0
94.0,1.0,1.0,544.4669,703.0
94.1,1.0,1.0,544.4031,703.0
94.19999999999999,1.0,1.0,545.1575,703.0
94.3,1.0,1.0,546.0336,703.0
94.39999999999999,1.0,1.0,544.7146,703.0
94.5,1.0,1.0,544.509,703.0
94.6,1.0,1.0,544.4968,703.0
94.69999999999999,1.0,1.0,544.7419,703.0
94.8,1.0,1.0,546.8065,703.0
94.89999999999999,1.0,1.0,546.6511,703.0
95.0,1.0,1.0,544.29,703.0
95.1,1.0,1.0,544.4114,703.0
95.19999999999999,1.0,1.0,544.8917,703.0
95.3,1.0,1.0,546.5585,703.0
95.39999999999999,1.0,1.0,545.9282,703.0
95.5,1.0,1.0,546.1823,703.0
95.6,1.0,1.0,546.5506,703.0
95.7,1.0,1.0,545.9923,703.0
95.8,1.0,1.0,546.4678,703.0
95.89999999999999,1.0,1.0,544.8248,703.0
96.0,1.0,1.0,546.3755,703.0
96.1,1.0,1.0,547.4926,703.0
96.2,1.0,1.0,544.398,703.0
96.3,1.0,1.0,544.7182,703.0
96.39999999999999,1.0,1.0,543.9527,703.0
96.5,1.0,1.0,545.6192,703.0
96.6,1.0,1.0,545.2986,703.0
96.7,1.0,1.0,547.4835,703.0
96.8,1.0,1.0,544.5591,703.0
96.89999999999999,1.0,1.0,545.2869,703.0
97.0,1.0,1.0,546.6112,703.0
97.1,1.0,1.0,543.9975,703.0
97.2,1.0,1.0,544.8634,703.0
97.3,1.0,1.0,548.2803,703.0
97.39999999999999,1.0,1.0,544.6813,703.0
97.5,1.0,1.0,546.2926,703.0
97.6,1.0,1.0,545.7465,703.0
97.7,1.0,1.0,544.459,703.0
97.8,1.0,1.0,548.0281,703.0
97.89999999999999,1.0,1.0,545.1802,703.0
98.0,1.0,1.0,545.4535,703.0
98.1,1.0,1.0,544.0169,703.0
98.2,1.0,1.0,546.2566,703.0
98.3,1.0,1.0,545.2292,703.0
98.4,1.0,1.0,547.1443,703.0
98.5,1.0,1.0,545.9096,703.0
98.6,1.0,1.0,545.584,703.0
98.7,1.0,1.0,546.6686,703.0
98.8,1.0,1.0,545.8546,703.0
98.9,1.0,1.0,547.2131,703.0
99.0,1.0,1.0,545.4861,703.0
99.1,1.0,1.0,546.6026,703.0
99.2,1.0,1.0,545.511,703.0
99.3,1.0,1.0,543.6636,703.0
99.4,1.0,1.0,544.246,703.0
99.5,1.0,1.0,545.4125,703.0
99.6,1.0,1.0,544.7966,703.0
99.7,1.0,1.0,546.3513,703.0
99.8,1.0,1.0,545.4072,703.0
99.9,1.0,1.0,547.8437,703.0
