probability,intersections_rand,intersections_alg,distancetraveled_rand,distancetraveled_alg
61.9,1.0,1.0,157.89,200.0
62.0,1.0,1.0,158.18,200.0
62.1,1.0,1.0,157.214,200.0
62.2,1.0,1.0,157.151,200.0
62.3,1.0,1.0,157.276,200.0
62.4,1.0,1.0,158.072,200.0
62.5,1.0,1.0,157.05,200.0
62.6,1.0,1.0,157.248,200.0
62.7,1.0,1.0,156.972,200.0
62.8,1.0,1.0,157.976,200.0
62.9,1.0,1.0,157.462,200.0
63.0,1.0,1.0,157.263,200.0
63.1,1.0,1.0,158.252,200.0
63.2,1.0,1.0,157.545,200.0
63.3,1.0,1.0,157.566,200.0
63.4,1.0,1.0,157.575,200.0
63.5,1.0,1.0,157.887,200.0
63.6,1.0,1.0,157.337,200.0
63.7,1.0,1.0,157.86,200.0
63.800000000000004,1.0,1.0,157.945,200.0
63.9,1.0,1.0,157.687,200.0
64.0,1.0,1.0,158.169,200.0
64.1,1.0,1.0,157.487,200.0
64.2,1.0,1.0,157.348,200.0
64.3,1.0,1.0,156.858,200.0
64.4,1.0,1.0,157.417,200.0
64.5,1.0,1.0,157.028,200.0
64.60000000000001,1.0,1.0,157.523,200.0
64.7,1.0,1.0,157.499,200.0
64.8,1.0,1.0,156.955,200.0
64.9,1.0,1.0,158.026,200.0
65.0,1.0,1.0,157.363,200.0
65.10000000000001,1.0,1.0,157.354,200.0
65.2,1.0,1.0,158.093,200.0
65.3,1.0,1.0,157.804,200.0
65.4,1.0,1.0,157.024,200.0
65.5,1.0,1.0,157.847,200.0
65.60000000000001,1.0,1.0,157.194,200.0
65.7,1.0,1.0,157.796,200.0
65.8,1.0,1.0,157.193,200.0
65.9,1.0,1.0,157.518,200.0
66.0,1.0,1.0,157.225,200.0
66.10000000000001,1.0,1.0,156.674,200.0
66.2,1.0,1.0,157.096,200.0
66.3,1.0,1.0,157.295,200.0
66.4,1.0,1.0,157.251,200.0
66.5,1.0,1.0,157.671,200.0
66.60000000000001,1.0,1.0,157.904,200.0
66.7,1.0,1.0,157.318,200.0
66.8,1.0,1.0,157.383,200.0
66.9,1.0,1.0,157.206,200.0
67.0,1.0,1.0,157.373,200.0
67.10000000000001,1.0,1.0,157.52,200.0
67.2,1.0,1.0,157.072,200.0
67.30000000000001,1.0,1.0,157.778,200.0
67.4,1.0,1.0,157.685,200.0
67.5,1.0,1.0,156.757,200.0
67.60000000000001,1.0,1.0,157.468,200.0
67.7,1.0,1.0,157.327,200.0
67.80000000000001,1.0,1.0,157.447,200.0
67.9,1.0,1.0,157.144,200.0
68.0,1.0,1.0,157.633,200.0
68.10000000000001,1.0,1.0,157.304,200.0
68.2,1.0,1.0,157.302,200.0
68.30000000000001,1.0,1.0,157.528,200.0
68.4,1.0,1.0,157.377,200.0
68.5,1.0,1.0,157.721,200.0
68.60000000000001,1.0,1.0,157.116,200.0
68.7,1.0,1.0,157.314,200.0
68.8,1.0,1.0,157.531,200.0
68.89999999999999,1.0,1.0,157.132,200.0
69.0,1.0,1.0,157.88,200.0
69.1,1.0,1.0,157.675,200.0
69.19999999999999,1.0,1.0,157.232,200.0
69.3,1.0,1.0,157.598,200.0
69.39999999999999,1.0,1.0,157.289,200.0
69.5,1.0,1.0,157.091,200.0
69.6,1.0,1.0,157.332,200.0
69.69999999999999,1.0,1.0,157.686,200.0
69.8,1.0,1.0,157.619,200.0
69.89999999999999,1.0,1.0,157.643,200.0
70.0,1.0,1.0,157.26,200.0
70.1,1.0,1.0,157.482,200.0
70.19999999999999,1.0,1.0,157.159,200.0
70.3,1.0,1.0,157.374,200.0
70.39999999999999,1.0,1.0,157.435,200.0
70.5,1.0,1.0,157.731,200.0
70.6,1.0,1.0,157.765,200.0
70.7,1.0,1.0,157.209,200.0
70.8,1.0,1.0,157.674,200.0
70.89999999999999,1.0,1.0,157.64,200.0
71.0,1.0,1.0,157.236,200.0
71.1,1.0,1.0,157.973,200.0
71.2,1.0,1.0,158.369,200.0
71.3,1.0,1.0,157.748,200.0
71.39999999999999,1.0,1.0,156.865,200.0
71.5,1.0,1.0,157.29,200.0
71.6,1.0,1.0,157.162,200.0
71.7,1.0,1.0,157.837,200.0
71.8,1.0,1.0,157.023,200.0
71.89999999999999,1.0,1.0,157.545,200.0
72.0,1.0,1.0,157.409,200.0
72.1,1.0,1.0,157.228,200.0
72.2,1.0,1.0,156.942,200.0
72.3,1.0,1.0,157.066,200.0
72.39999999999999,1.0,1.0,157.88,200.0
72.5,1.0,1.0,157.539,200.0
72.6,1.0,1.0,157.265,200.0
72.7,1.0,1.0,157.017,200.0
72.8,1.0,1.0,157.391,200.0
72.89999999999999,1.0,1.0,157.401,200.0
73.0,1.0,1.0,157.463,200.0
73.1,1.0,1.0,156.828,200.0
73.2,1.0,1.0,156.916,200.0
73.3,1.0,1.0,157.294,200.0
73.4,1.0,1.0,157.214,200.0
73.5,1.0,1.0,157.28,200.0
73.6,1.0,1.0,157.295,200.0
73.7,1.0,1.0,157.351,200.0
73.8,1.0,1.0,157.228,200.0
73.9,1.0,1.0,157.531,200.0
74.0,1.0,1.0,156.964,200.0
74.1,1.0,1.0,157.723,200.0
74.2,1.0,1.0,157.26,200.0
74.3,1.0,1.0,157.017,200.0
74.4,1.0,1.0,157.733,200.0
74.5,1.0,1.0,157.529,200.0
74.6,1.0,1.0,157.087,200.0
74.7,1.0,1.0,157.327,200.0
74.8,1.0,1.0,157.486,200.0
74.9,1.0,1.0,157.166,200.0
75.0,1.0,1.0,157.221,200.0
75.1,1.0,1.0,157.175,200.0
75.2,1.0,1.0,158.402,200.0
75.3,1.0,1.0,156.93,200.0
75.4,1.0,1.0,157.207,200.0
75.5,1.0,1.0,157.093,200.0
75.6,1.0,1.0,157.363,200.0
75.7,1.0,1.0,157.192,200.0
75.8,1.0,1.0,157.514,200.0
75.9,1.0,1.0,157.27,200.0
76.0,1.0,1.0,157.314,200.0
76.1,1.0,1.0,157.451,200.0
76.2,1.0,1.0,158.154,200.0
76.3,1.0,1.0,157.342,200.0
76.4,1.0,1.0,156.894,200.0
76.5,1.0,1.0,158.023,200.0
76.6,1.0,1.0,158.169,200.0
76.7,1.0,1.0,157.761,200.0
76.8,1.0,1.0,157.47,200.0
76.9,1.0,1.0,157.708,200.0
77.0,1.0,1.0,157.707,200.0
77.10000000000001,1.0,1.0,157.52,200.0
77.2,1.0,1.0,158.096,200.0
77.3,1.0,1.0,157.53,200.0
77.4,1.0,1.0,157.981,200.0
77.5,1.0,1.0,157.425,200.0
77.60000000000001,1.0,1.0,157.141,200.0
77.7,1.0,1.0,157.644,200.0
77.8,1.0,1.0,157.796,200.0
77.9,1.0,1.0,157.186,200.0
78.0,1.0,1.0,157.874,200.0
78.10000000000001,1.0,1.0,157.823,200.0
78.2,1.0,1.0,157.025,200.0
78.3,1.0,1.0,157.416,200.0
78.4,1.0,1.0,157.106,200.0
78.5,1.0,1.0,157.453,200.0
78.60000000000001,1.0,1.0,157.137,200.0
78.7,1.0,1.0,157.604,200.0
78.8,1.0,1.0,157.538,200.0
78.9,1.0,1.0,157.257,200.0
79.0,1.0,1.0,157.666,200.0
79.10000000000001,1.0,1.0,157.279,200.0
79.2,1.0,1.0,157.59,200.0
79.3,1.0,1.0,157.581,200.0
79.4,1.0,1.0,157.588,200.0
79.5,1.0,1.0,157.183,200.0
79.60000000000001,1.0,1.0,157.832,200.0
79.7,1.0,1.0,157.491,200.0
79.80000000000001,1.0,1.0,157.51,200.0
79.9,1.0,1.0,157.189,200.0
80.0,1.0,1.0,157.296,200.0
80.10000000000001,1.0,1.0,157.209,200.0
80.2,1.0,1.0,157.427,200.0
80.30000000000001,1.0,1.0,158.024,200.0
80.4,1.0,1.0,156.989,200.0
80.5,1.0,1.0,157.822,200.0
80.60000000000001,1.0,1.0,157.239,200.0
80.7,1.0,1.0,157.729,200.0
80.80000000000001,1.0,1.0,156.979,200.0
80.9,1.0,1.0,157.504,200.0
81.0,1.0,1.0,157.851,200.0
81.10000000000001,1.0,1.0,157.375,200.0
81.2,1.0,1.0,157.723,200.0
81.3,1.0,1.0,157.332,200.0
81.39999999999999,1.0,1.0,157.273,200.0
81.5,1.0,1.0,157.089,200.0
81.6,1.0,1.0,157.292,200.0
81.69999999999999,1.0,1.0,157.571,200.0
81.8,1.0,1.0,157.377,200.0
81.89999999999999,1.0,1.0,157.723,200.0
82.0,1.0,1.0,157.26,200.0
82.1,1.0,1.0,156.819,200.0
82.19999999999999,1.0,1.0,157.896,200.0
82.3,1.0,1.0,157.869,200.0
82.39999999999999,1.0,1.0,157.146,200.0
82.5,1.0,1.0,158.072,200.0
82.6,1.0,1.0,157.671,200.0
82.69999999999999,1.0,1.0,157.263,200.0
82.8,1.0,1.0,158.084,200.0
82.89999999999999,1.0,1.0,157.487,200.0
83.0,1.0,1.0,157.513,200.0
83.1,1.0,1.0,157.512,200.0
83.2,1.0,1.0,157.228,200.0
83.3,1.0,1.0,157.204,200.0
83.39999999999999,1.0,1.0,157.528,200.0
83.5,1.0,1.0,157.877,200.0
83.6,1.0,1.0,158.21,200.0
83.7,1.0,1.0,157.743,200.0
83.8,1.0,1.0,157.449,200.0
83.89999999999999,1.0,1.0,157.613,200.0
84.0,1.0,1.0,157.453,200.0
84.1,1.0,1.0,157.606,200.0
84.2,1.0,1.0,157.622,200.0
84.3,1.0,1.0,157.307,200.0
84.39999999999999,1.0,1.0,157.519,200.0
84.5,1.0,1.0,157.467,200.0
84.6,1.0,1.0,157.197,200.0
84.7,1.0,1.0,157.911,200.0
84.8,1.0,1.0,157.899,200.0
84.89999999999999,1.0,1.0,157.311,200.0
85.0,1.0,1.0,157.172,200.0
85.1,1.0,1.0,157.289,200.0
85.2,1.0,1.0,157.558,200.0
85.3,1.0,1.0,157.301,200.0
85.39999999999999,1.0,1.0,156.712,200.0
85.5,1.0,1.0,157.163,200.0
85.6,1.0,1.0,157.692,200.0
85.7,1.0,1.0,158.143,200.0
85.8,1.0,1.0,157.681,200.0
85.9,1.0,1.0,157.459,200.0
86.0,1.0,1.0,157.561,200.0
86.1,1.0,1.0,157.34,200.0
86.2,1.0,1.0,157.718,200.0
86.3,1.0,1.0,157.417,200.0
86.4,1.0,1.0,157.945,200.0
86.5,1.0,1.0,157.867,200.0
86.6,1.0,1.0,156.986,200.0
86.7,1.0,1.0,157.639,200.0
86.8,1.0,1.0,157.456,200.0
86.9,1.0,1.0,157.368,200.0
87.0,1.0,1.0,157.504,200.0
87.1,1.0,1.0,157.692,200.0
87.2,1.0,1.0,157.869,200.0
87.3,1.0,1.0,157.846,200.0
87.4,1.0,1.0,158.152,200.0
87.5,1.0,1.0,157.789,200.0
87.6,1.0,1.0,157.26,200.0
87.7,1.0,1.0,157.834,200.0
87.8,1.0,1.0,157.21,200.0
87.9,1.0,1.0,157.681,200.0
88.0,1.0,1.0,157.469,200.0
88.1,1.0,1.0,157.056,200.0
88.2,1.0,1.0,157.584,200.0
88.3,1.0,1.0,157.902,200.0
88.4,1.0,1.0,158.075,200.0
88.5,1.0,1.0,157.636,200.0
88.6,1.0,1.0,157.747,200.0
88.7,1.0,1.0,156.981,200.0
88.8,1.0,1.0,157.63,200.0
88.9,1.0,1.0,157.775,200.0
89.0,1.0,1.0,157.409,200.0
89.1,1.0,1.0,156.994,200.0
89.2,1.0,1.0,157.705,200.0
89.3,1.0,1.0,157.618,200.0
89.4,1.0,1.0,157.546,200.0
89.5,1.0,1.0,157.481,200.0
89.60000000000001,1.0,1.0,156.92,200.0
89.7,1.0,1.0,157.365,200.0
89.8,1.0,1.0,157.606,200.0
89.9,1.0,1.0,157.542,200.0
90.0,1.0,1.0,157.653,200.0
90.10000000000001,1.0,1.0,157.116,200.0
90.2,1.0,1.0,157.758,200.0
90.3,1.0,1.0,158.364,200.0
90.4,1.0,1.0,158.006,200.0
90.5,1.0,1.0,157.309,200.0
90.60000000000001,1.0,1.0,158.184,200.0
90.7,1.0,1.0,157.394,200.0
90.8,1.0,1.0,157.436,200.0
90.9,1.0,1.0,157.473,200.0
91.0,1.0,1.0,157.081,200.0
91.10000000000001,1.0,1.0,157.25,200.0
91.2,1.0,1.0,158.198,200.0
91.3,1.0,1.0,157.073,200.0
91.4,1.0,1.0,157.503,200.0
91.5,1.0,1.0,157.369,200.0
91.60000000000001,1.0,1.0,157.74,200.0
91.7,1.0,1.0,157.792,200.0
91.8,1.0,1.0,157.471,200.0
91.9,1.0,1.0,157.987,200.0
92.0,1.0,1.0,157.081,200.0
92.10000000000001,1.0,1.0,157.906,200.0
92.2,1.0,1.0,158.402,200.0
92.30000000000001,1.0,1.0,157.37,200.0
92.4,1.0,1.0,157.824,200.0
92.5,1.0,1.0,157.591,200.0
92.60000000000001,1.0,1.0,156.921,200.0
92.7,1.0,1.0,156.949,200.0
92.80000000000001,1.0,1.0,157.659,200.0
92.9,1.0,1.0,157.878,200.0
93.0,1.0,1.0,156.955,200.0
93.10000000000001,1.0,1.0,157.783,200.0
93.2,1.0,1.0,157.525,200.0
93.30000000000001,1.0,1.0,157.806,200.0
93.4,1.0,1.0,158.097,200.0
93.5,1.0,1.0,157.47,200.0
93.60000000000001,1.0,1.0,156.97,200.0
93.7,1.0,1.0,157.216,200.0
93.8,1.0,1.0,157.656,200.0
93.89999999999999,1.0,1.0,157.345,200.0
94.0,1.0,1.0,157.877,200.0
94.1,1.0,1.0,156.922,200.0
94.19999999999999,1.0,1.0,157.164,200.0
94.3,1.0,1.0,157.787,200.0
94.39999999999999,1.0,1.0,157.606,200.0
94.5,1.0,1.0,157.511,200.0
94.6,1.0,1.0,156.966,200.0
94.69999999999999,1.0,1.0,157.106,200.0
94.8,1.0,1.0,156.94,200.0
94.89999999999999,1.0,1.0,157.708,200.0
95.0,1.0,1.0,157.627,200.0
95.1,1.0,1.0,157.304,200.0
95.19999999999999,1.0,1.0,157.295,200.0
95.3,1.0,1.0,157.239,200.0
95.39999999999999,1.0,1.0,157.148,200.0
95.5,1.0,1.0,157.91,200.0
95.6,1.0,1.0,157.622,200.0
95.7,1.0,1.0,156.724,200.0
95.8,1.0,1.0,157.191,200.0
95.89999999999999,1.0,1.0,157.055,200.0
96.0,1.0,1.0,157.724,200.0
96.1,1.0,1.0,157.881,200.0
96.2,1.0,1.0,156.906,200.0
96.3,1.0,1.0,157.022,200.0
96.39999999999999,1.0,1.0,157.492,200.0
96.5,1.0,1.0,157.295,200.0
96.6,1.0,1.0,158.152,200.0
96.7,1.0,1.0,157.604,200.0
96.8,1.0,1.0,157.549,200.0
96.89999999999999,1.0,1.0,157.069,200.0
97.0,1.0,1.0,157.436,200.0
97.1,1.0,1.0,156.517,200.0
97.2,1.0,1.0,157.885,200.0
97.3,1.0,1.0,158.014,200.0
97.39999999999999,1.0,1.0,157.824,200.0
97.5,1.0,1.0,157.302,200.0
97.6,1.0,1.0,157.375,200.0
97.7,1.0,1.0,157.08,200.0
97.8,1.0,1.0,156.932,200.0
97.89999999999999,1.0,1.0,157.72,200.0
98.0,1.0,1.0,157.936,200.0
98.1,1.0,1.0,158.106,200.0
98.2,1.0,1.0,157.374,200.0
98.3,1.0,1.0,157.527,200.0
98.4,1.0,1.0,157.368,200.0
98.5,1.0,1.0,157.213,200.0
98.6,1.0,1.0,157.252,200.0
98.7,1.0,1.0,157.619,200.0
98.8,1.0,1.0,157.538,200.0
98.9,1.0,1.0,157.365,200.0
99.0,1.0,1.0,157.376,200.0
99.1,1.0,1.0,157.446,200.0
99.2,1.0,1.0,157.359,200.0
99.3,1.0,1.0,157.596,200.0
99.4,1.0,1.0,157.307,200.0
99.5,1.0,1.0,158.368,200.0
99.6,1.0,1.0,157.647,200.0
99.7,1.0,1.0,157.586,200.0
99.8,1.0,1.0,158.11,200.0
99.9,1.0,1.0,157.629,200.0
